RSS            K Variance     Outer Scale    Diameter       Wind X         Wind Y         
31.9491592     111.3959219    2.0682299      0.0287496      -0.0258678     0.087873       
31.7399249     112.8079701    2.0146447      0.0247877      -0.0273549     0.0908398      
33.2772328     109.5394212    2.0593092      0.0295302      -0.0210263     0.0847375      
31.8361638     117.8061695    1.9994275      0.0217775      -0.0263789     0.090298       
31.3639826     110.1290862    1.9843253      0.0321141      -0.0245344     0.0891311      
31.7128181     105.5170024    1.9571231      0.0391282      -0.0242279     0.0894548      
32.5268372     110.9668902    2.0393682      0.0278553      -0.034199      0.094486       
31.6574881     114.8312319    1.997744       0.0258158      -0.0221016     0.0872542      
31.2612907     117.0644381    1.9268133      0.0230683      -0.0248939     0.0912091      
31.2396169     119.8986962    1.856105       0.0202276      -0.0244069     0.0928771      
31.2103745     111.4912012    1.9382868      0.0294204      -0.0235939     0.0898158      
31.5919005     108.333717     1.9077164      0.0332419      -0.0222014     0.0895747      
31.3164978     115.962693     1.8925264      0.0282633      -0.0211136     0.0888644      
31.0150709     113.3487211    1.8761285      0.0292871      -0.0197658     0.0889948      
31.3161345     112.2348605    1.8184595      0.0314059      -0.0163816     0.0884011      
30.5095612     113.5009271    1.8212047      0.0299092      -0.0232643     0.0926191      
30.1661134     112.8357748    1.732935       0.0319558      -0.0238457     0.0953015      
30.8512701     119.2857483    1.7340673      0.0235475      -0.0205559     0.0932104      
30.3450503     114.7813636    1.7624827      0.0255121      -0.0237537     0.0952154      
30.7056463     108.7984274    1.7614551      0.0356616      -0.0201991     0.092138       
30.2226962     116.1288129    1.6085407      0.0289653      -0.0196542     0.0961282      
29.9907922     115.3833297    1.5636639      0.0289699      -0.0234376     0.0998026      
30.5835871     116.400634     1.4074316      0.0288113      -0.0252735     0.1052065      
29.9547375     107.885335     1.6375636      0.0368783      -0.0238002     0.0982239      
31.1946657     102.1851284    1.5893118      0.0435437      -0.0254223     0.1007307      
30.3409946     118.0074191    1.5606192      0.025251       -0.0255975     0.1017306      
29.9984633     113.3149049    1.4788463      0.035296       -0.0227803     0.1012593      
30.3301134     108.2118439    1.6480006      0.0395751      -0.0198098     0.0945556      
29.9311677     110.6607377    1.6261553      0.0359941      -0.0212567     0.0963493      
xi +           K Variance     Outer Scale    Diameter       Wind X         Wind Y         
14.1009906     110.6607377    1.6261553      0.0359941      -0.0212567     0.0963493      
14.2463325     110.6607377    1.6261553      0.0409941      -0.0212567     0.0963493      
14.130546      110.6607377    1.6261553      0.0359941      -0.0262567     0.0963493      
14.4611264     110.6607377    1.6261553      0.0359941      -0.0212567     0.1013493      
28.3050086     110.6607377    1.6261553      0.01           0.0378542      -0.6239224     
28.194471      110.6607377    1.6261553      0.015          0.0378542      -0.6239224     
28.2105729     110.6607377    1.6261553      0.01           0.0428542      -0.6239224     
28.3459886     110.6607377    1.6261553      0.01           0.0378542      -0.6289224     
10.7805519     110.6607377    1.6261553      0.0301337      -0.0079301     -0.0660367     
10.9260532     110.6607377    1.6261553      0.0351337      -0.0079301     -0.0660367     
10.7844528     110.6607377    1.6261553      0.0301337      -0.0129301     -0.0660367     
11.3586944     110.6607377    1.6261553      0.0301337      -0.0079301     -0.0710367     
8.1566221      110.6607377    1.6261553      0.0337019      -0.0160443     0.0328359      
8.3404039      110.6607377    1.6261553      0.0387019      -0.0160443     0.0328359      
8.1494641      110.6607377    1.6261553      0.0337019      -0.0210443     0.0328359      
8.3970721      110.6607377    1.6261553      0.0337019      -0.0160443     0.0378359      
14.5515653     110.6607377    1.6261553      0.01           -0.0402633     -0.1088408     
14.461563      110.6607377    1.6261553      0.015          -0.0402633     -0.1088408     
14.5810764     110.6607377    1.6261553      0.01           -0.0452633     -0.1088408     
14.8542237     110.6607377    1.6261553      0.01           -0.0402633     -0.1138408     
7.5887979      110.6607377    1.6261553      0.0296473      -0.0201874     0.0085997      
7.6657314      110.6607377    1.6261553      0.0346473      -0.0201874     0.0085997      
7.5829837      110.6607377    1.6261553      0.0296473      -0.0251874     0.0085997      
7.6071597      110.6607377    1.6261553      0.0296473      -0.0201874     0.0135997      
7.5823193      110.6607377    1.6261553      0.0234323      -0.0213215     0.0080798      
7.5779265      110.6607377    1.6261553      0.0284323      -0.0213215     0.0080798      
7.5588625      110.6607377    1.6261553      0.0234323      -0.0263215     0.0080798      
7.5727522      110.6607377    1.6261553      0.0234323      -0.0213215     0.0130798      
xi +           K Variance     Outer Scale    Diameter       Wind X         Wind Y         
7.5823193      110.6607377    1.6261553      0.0234323      -0.0213215     0.0080798      
7.5093436      115.6607377    1.6261553      0.0234323      -0.0213215     0.0080798      
7.5914106      110.6607377    1.6761553      0.0234323      -0.0213215     0.0080798      
7.0720482      256.6121363    1.444329       0.0234323      -0.0213215     0.0080798      
7.0793627      261.6121363    1.444329       0.0234323      -0.0213215     0.0080798      
7.069642       256.6121363    1.494329       0.0234323      -0.0213215     0.0080798      
7.0540498      243.3594067    1.4854181      0.0234323      -0.0213215     0.0080798      
7.0595634      248.3594067    1.4854181      0.0234323      -0.0213215     0.0080798      
7.0524826      243.3594067    1.5354181      0.0234323      -0.0213215     0.0080798      
7.0424457      202.1260596    1.5479992      0.0234323      -0.0213215     0.0080798      
7.0396711      207.1260596    1.5479992      0.0234323      -0.0213215     0.0080798      
7.0433676      202.1260596    1.5979992      0.0234323      -0.0213215     0.0080798      
7.0378382      215.8798051    1.5231584      0.0234323      -0.0213215     0.0080798      
7.0384901      220.8798051    1.5231584      0.0234323      -0.0213215     0.0080798      
7.0378771      215.8798051    1.5731584      0.0234323      -0.0213215     0.0080798      
Total Time                          : 3.715 h
Load Time                           : 128.226 s
Correlation Fitting Time            : 53.527 min
Correlating Fitting Jackknife Time  : 15.830 min
Optimization Time                   : 2.258 h
Optimization Jackknife Time         : 15.925 min
