RSS            K Variance     Outer Scale    Diameter       Wind X         Wind Y         
21.0494192     286.0243051    0.8960056      0.01           -0.0502472     -0.0318744     
20.7274469     286.0243051    0.8960056      0.015          -0.0502472     -0.0318744     
20.8227818     286.0243051    0.8960056      0.01           -0.0552472     -0.0318744     
22.00066       286.0243051    0.8960056      0.01           -0.0502472     -0.0368744     
18.7934746     286.0243051    0.8960056      0.0332081      -0.0315187     -0.0067713     
18.8615228     286.0243051    0.8960056      0.0382081      -0.0315187     -0.0067713     
18.481607      286.0243051    0.8960056      0.0332081      -0.0365187     -0.0067713     
19.0301694     286.0243051    0.8960056      0.0332081      -0.0315187     -0.0117713     
15.7900573     286.0243051    0.8960056      0.01           -0.0649975     0.0015952      
15.5884986     286.0243051    0.8960056      0.015          -0.0649975     0.0015952      
15.3739566     286.0243051    0.8960056      0.01           -0.0699975     0.0015952      
15.6110509     286.0243051    0.8960056      0.01           -0.0649975     0.0065952      
13.7630606     286.0243051    0.8960056      0.01           -0.3494762     0.0478887      
13.6471764     286.0243051    0.8960056      0.015          -0.3494762     0.0478887      
13.8216041     286.0243051    0.8960056      0.01           -0.3544762     0.0478887      
14.3929979     286.0243051    0.8960056      0.01           -0.3494762     0.0528887      
12.7571971     286.0243051    0.8960056      0.0316168      -0.3052243     0.0149267      
13.2349494     286.0243051    0.8960056      0.0366168      -0.3052243     0.0149267      
12.8503211     286.0243051    0.8960056      0.0316168      -0.3102243     0.0149267      
12.3880995     286.0243051    0.8960056      0.0316168      -0.3052243     0.0199267      
12.7966289     286.0243051    0.8960056      0.01           -0.2604998     0.0044939      
12.5975021     286.0243051    0.8960056      0.015          -0.2604998     0.0044939      
12.8522068     286.0243051    0.8960056      0.01           -0.2654998     0.0044939      
12.2502694     286.0243051    0.8960056      0.01           -0.2604998     0.0094939      
12.3485457     286.0243051    0.8960056      0.0220484      -0.2854276     0.0103088      
12.5329724     286.0243051    0.8960056      0.0270484      -0.2854276     0.0103088      
12.4636368     286.0243051    0.8960056      0.0220484      -0.2904276     0.0103088      
11.9232125     286.0243051    0.8960056      0.0220484      -0.2854276     0.0153088      
12.0602564     286.0243051    0.8960056      0.01           -0.1213536     0.0112188      
12.0160247     286.0243051    0.8960056      0.015          -0.1213536     0.0112188      
11.9869555     286.0243051    0.8960056      0.01           -0.1263536     0.0112188      
11.9582509     286.0243051    0.8960056      0.01           -0.1213536     0.0162188      
11.874561      286.0243051    0.8960056      0.0160489      -0.1996078     0.0225347      
12.0165035     286.0243051    0.8960056      0.0210489      -0.1996078     0.0225347      
11.9383881     286.0243051    0.8960056      0.0160489      -0.2046078     0.0225347      
12.0595928     286.0243051    0.8960056      0.0160489      -0.1996078     0.0275347      
11.8829633     286.0243051    0.8960056      0.0128664      -0.1584364     0.0165812      
11.9329307     286.0243051    0.8960056      0.0178664      -0.1584364     0.0165812      
11.8414328     286.0243051    0.8960056      0.0128664      -0.1634364     0.0165812      
11.8969011     286.0243051    0.8960056      0.0128664      -0.1584364     0.0215812      
11.8234292     286.0243051    0.8960056      0.0123187      -0.2001239     0.0170061      
11.8809835     286.0243051    0.8960056      0.0173187      -0.2001239     0.0170061      
11.9072937     286.0243051    0.8960056      0.0123187      -0.2051239     0.0170061      
11.8251311     286.0243051    0.8960056      0.0123187      -0.2001239     0.0220061      
11.7152664     286.0243051    0.8960056      0.0126824      -0.1724393     0.0167239      
11.7812459     286.0243051    0.8960056      0.0176824      -0.1724393     0.0167239      
11.660511      286.0243051    0.8960056      0.0126824      -0.1774393     0.0167239      
11.7676776     286.0243051    0.8960056      0.0126824      -0.1724393     0.0217239      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.705318      286.0243051    0.8960056      0.0110635      -0.1755256     0.015359       
11.7324369     286.0243051    0.8960056      0.0160635      -0.1755256     0.015359       
11.6709845     286.0243051    0.8960056      0.0110635      -0.1805256     0.015359       
11.7066451     286.0243051    0.8960056      0.0110635      -0.1755256     0.020359       
11.6389472     286.0243051    0.8960056      0.0123378      -0.1823969     0.0166362      
11.7056835     286.0243051    0.8960056      0.0173378      -0.1823969     0.0166362      
11.6556222     286.0243051    0.8960056      0.0123378      -0.1873969     0.0166362      
11.6791716     286.0243051    0.8960056      0.0123378      -0.1823969     0.0216362      
11.6372126     286.0243051    0.8960056      0.0125014      -0.183279      0.0168002      
